1564764872,203.84
1564764882,203.92
1564764892,203.88
1564764902,203.89
1564764912,203.89
1564764922,203.85
1564764932,203.79
1564764942,203.72
1564764952,203.74
1564764962,203.72
1564764972,203.71
1564764982,203.7
1564764992,203.74
1564765002,203.73
1564765012,203.7
1564765022,203.77
1564765032,203.74
1564765042,203.675
1564765052,203.7
1564765062,203.73
1564765072,203.74
1564765082,203.8
1564765092,203.765
1564765102,203.65
1564765112,203.7
1564765122,203.7
1564765132,203.6816
1564765142,203.65
1564765152,203.62
1564765162,203.5348
1564765172,203.5332
1564765182,203.5
1564765192,203.5279
1564765202,203.51
1564765212,203.64
1564765222,203.41
1564765232,203.2
1564765242,203.24
1564765252,203.2106
1564765262,203.1
1564765272,203.22
1564765282,203.08
1564765292,203.12
1564765302,203.3099
1564765312,203.3
1564765322,203.1438
1564765332,203.18
1564765342,203.22
1564765352,203.19
1564765362,203.2948
1564765372,203.26
1564765382,203.3
1564765392,203.379
1564765402,203.4
1564765412,203.49
1564765422,203.4611
1564765432,203.44
1564765442,203.39
1564765452,203.477
1564765462,203.49
1564765472,203.48
1564765482,203.4993
1564765492,203.41
1564765502,203.31
1564765512,203.27
1564765522,203.2699
1564765532,203.23
1564765542,203.25
1564765552,203.291
1564765562,203.2458
1564765572,203.24
1564765582,203.23
1564765592,203.24
1564765602,203.2122
1564765612,203.21
1564765622,203.2299
1564765632,203.19
1564765642,203.2132
1564765652,203.2
1564765662,203.24
1564765672,203.18
1564765682,203.2363
1564765692,203.19
1564765702,203.19
1564765712,203.18
1564765722,203.18
1564765732,203.08
1564765742,203.18
1564765752,203.27
1564765762,203.32
1564765772,203.3491
1564765782,203.3491
1564765792,203.3491
1564765802,203.45
1564765812,203.36
1564765822,203.3541
1564765832,203.35
1564765842,203.33
1564765852,203.32
1564765862,203.25
1564765872,203.3572
1564765882,203.29
1564765892,203.3093
1564765902,203.28
1564765912,203.26
1564765922,203.22
1564765932,203.39
1564765942,203.42
1564765952,203.4
1564765962,203.36
1564765972,203.2738
1564765982,203.25
1564765992,203.39
1564766002,203.4
1564766012,203.42
1564766022,203.48
1564766032,203.48
1564766042,203.369
1564766052,203.34
1564766062,203.36
1564766072,203.35
1564766082,203.365
1564766092,203.29
1564766102,203.3338
1564766112,203.4
1564766122,203.35
1564766132,203.36
1564766142,203.36
1564766152,203.35
1564766162,203.38
1564766172,203.46
1564766182,203.41
1564766192,203.45
1564766202,203.47
1564766212,203.4718
1564766222,203.49
1564766232,203.37
1564766242,203.34
1564766252,203.3773
1564766262,203.33
1564766272,203.33
1564766282,203.37
1564766292,203.39
1564766302,203.33
1564766312,203.3736
1564766322,203.34
1564766332,203.31
1564766342,203.25
1564766352,203.3417
1564766362,203.3
1564766372,203.32
1564766382,203.2765
1564766392,203.29
1564766402,203.29
1564766412,203.27
1564766422,203.3033
1564766432,203.4136
1564766442,203.3998
1564766452,203.445
1564766462,203.49
1564766472,203.43
1564766482,203.44
1564766492,203.38
1564766502,203.39
1564766512,203.4184
1564766522,203.43
1564766532,203.6399
1564766542,203.6
1564766552,203.57
1564766562,203.52
1564766572,203.4775
1564766582,203.49
1564766592,203.4
1564766602,203.4
1564766612,203.4
1564766622,203.39
1564766632,203.31
1564766642,203.26
1564766652,203.2771
1564766662,203.32
1564766672,203.32
1564766682,203.31
1564766692,203.34
1564766702,203.31
1564766712,203.34
1564766722,203.33
1564766732,203.29
1564766742,203.29
1564766752,203.29
1564766762,203.23
1564766772,203.25
1564766782,203.16
1564766792,203.14
1564766802,203.25
1564766812,203.23
1564766822,203.16
1564766832,203.2499
1564766842,203.18
1564766852,203.18
1564766862,203.25
1564766872,203.26
1564766882,203.32
1564766892,203.29
1564766902,203.31
1564766912,203.3208
1564766922,203.29
1564766932,203.27
1564766942,203.34
1564766952,203.34
1564766962,203.47
1564766972,203.42
1564766982,203.4001
1564766992,203.38
1564767002,203.36
1564767012,203.39
1564767022,203.28
1564767032,203.291
1564767042,203.25
1564767052,203.19
1564767062,203.28
1564767072,203.29
1564767082,203.235
1564767092,203.2
1564767102,203.14
1564767112,203.14
1564767122,203.08
1564767132,203.14
1564767142,203.13
1564767152,203.12
1564767162,203.11
1564767172,203.11
1564767182,203.1703
1564767192,203.2299
1564767202,203.22
1564767212,203.17
1564767222,203.12
1564767232,203.2
1564767242,203.1568
1564767252,203.14
1564767262,203.14
