1564767272,203.12
1564767282,203.15
1564767292,203.13
1564767302,203.1
1564767312,203.21
1564767322,203.14
1564767332,203.08
1564767342,203.1
1564767352,203.07
1564767362,203.11
1564767372,203.04
1564767382,203.04
1564767392,203.04
1564767402,203.07
1564767412,203.05
1564767422,203.07
1564767432,203.05
1564767442,203.03
1564767452,203.0475
1564767462,203.054
1564767472,202.84
1564767482,202.8585
1564767492,202.88
1564767502,202.88
1564767512,202.8466
1564767522,202.76
1564767532,202.74
1564767542,202.8199
1564767552,202.88
1564767562,202.91
1564767572,202.8968
1564767582,202.899
1564767592,202.93
1564767602,203.0292
1564767612,203.08
1564767622,203.0695
1564767632,203.12
1564767642,203.18
1564767652,203.145
1564767662,203.12
1564767672,203.16
1564767682,203.2342
1564767692,203.35
1564767702,203.35
1564767712,203.33
1564767722,203.3632
1564767732,203.32
1564767742,203.39
1564767752,203.3805
1564767762,203.4
1564767772,203.38
1564767782,203.36
1564767792,203.46
1564767802,203.41
1564767812,203.44
1564767822,203.38
1564767832,203.38
1564767842,203.3052
1564767852,203.29
1564767862,203.3058
1564767872,203.28
1564767882,203.27
1564767892,203.286
1564767902,203.22
1564767912,203.25
1564767922,203.21
1564767932,203.23
1564767942,203.265
1564767952,203.2601
1564767962,203.32
1564767972,203.41
1564767982,203.4
1564767992,203.46
1564768002,203.46
1564768012,203.4507
1564768022,203.49
1564768032,203.51
1564768042,203.5767
1564768052,203.4887
1564768062,203.4773
1564768072,203.4179
1564768082,203.3585
1564768092,203.38
1564768102,203.3852
1564768112,203.4199
1564768122,203.33
1564768132,203.33
1564768142,203.38
1564768152,203.36
1564768162,203.33
1564768172,203.35
1564768182,203.35
1564768192,203.3
1564768202,203.29
1564768212,203.33
1564768222,203.3
1564768232,203.34
1564768242,203.36
1564768252,203.37
1564768262,203.35
1564768272,203.35
1564768282,203.44
1564768292,203.51
1564768302,203.51
1564768312,203.46
1564768322,203.43
1564768332,203.4
1564768342,203.378
1564768352,203.39
1564768362,203.4
1564768372,203.43
1564768382,203.39
1564768392,203.38
1564768402,203.34
1564768412,203.3636
1564768422,203.42
1564768432,203.43
1564768442,203.45
1564768452,203.48
1564768462,203.56
1564768472,203.58
1564768482,203.6
1564768492,203.64
1564768502,203.55
1564768512,203.43
1564768522,203.52
1564768532,203.55
1564768542,203.62
1564768552,203.58
1564768562,203.58
1564768572,203.54
1564768582,203.46
1564768592,203.42
1564768602,203.44
1564768612,203.45
1564768622,203.44
1564768632,203.4
1564768642,203.42
1564768652,203.49
1564768662,203.49
1564768672,203.4586
1564768682,203.48
1564768692,203.47
1564768702,203.45
1564768712,203.42
1564768722,203.41
1564768732,203.4042
1564768742,203.41
1564768752,203.41
1564768762,203.4512
1564768772,203.45
1564768782,203.5
1564768792,203.54
1564768802,203.53
1564768812,203.5161
1564768822,203.39
1564768832,203.4552
1564768842,203.59
1564768852,203.57
1564768862,203.4
1564768872,203.2852
1564768882,203.2416
1564768892,203.3
1564768902,203.4305
1564768912,203.41
1564768922,203.48
1564768932,203.42
1564768942,203.5
1564768952,203.33
1564768962,203.45
1564768972,203.5632
1564768982,203.58
1564768992,203.64
1564769002,203.7399
1564769012,203.68
1564769022,203.61
1564769032,203.5941
1564769042,203.51
1564769052,203.55
1564769062,203.57
1564769072,203.64
1564769082,203.5464
1564769092,203.56
1564769102,203.57
1564769112,203.63
1564769122,203.69
1564769132,203.75
1564769142,203.72
1564769152,203.72
1564769162,203.75
1564769172,203.72
1564769182,203.78
1564769192,203.8702
1564769202,203.915
1564769212,203.96
1564769222,204.02
1564769232,203.98
1564769242,203.875
1564769252,203.83
1564769262,203.83
1564769272,203.78
1564769282,203.9
1564769292,203.95
1564769302,204
1564769312,203.97
1564769322,204.01
1564769332,204.06
1564769342,203.975
1564769352,203.9401
1564769362,203.94
1564769372,203.93
1564769382,203.92
1564769392,203.905
1564769402,203.98
1564769412,203.9058
1564769422,203.94
1564769432,204.0332
1564769442,204.0399
1564769452,204.02
1564769462,204.07
1564769472,204.135
1564769482,204.12
1564769492,204.1
1564769502,204.11
1564769512,204.155
1564769522,204.17
1564769532,204.1
1564769542,204.1
1564769552,204.09
1564769562,204.0836
1564769572,204.165
1564769582,204.1226
1564769592,204.1
1564769602,204.08
1564769612,204.1
1564769622,204.15
1564769632,204.165
1564769642,204.22
1564769652,204.216
1564769662,204.17
1564769672,204.16
1564769682,204.17
1564769692,204.25
1564769702,204.305
1564769712,204.18
1564769722,204.27
1564769732,204.2942
1564769742,204.29
1564769752,204.21
1564769762,204.36
1564769772,204.29
1564769782,204.29
1564769792,204.2993
1564769802,204.27
1564769812,204.21
1564769822,204.225
1564769832,204.315
1564769842,204.31
1564769852,204.21
1564769862,204.19
1564769872,204.1903
1564769882,204.12
1564769892,204.1
1564769902,204.06
1564769912,204.0701
1564769922,204.09
1564769932,204.17
1564769942,204.2
1564769952,204.231
1564769962,204.25
1564769972,204.19
1564769982,204.21
1564769992,204.18
1564770002,204.16
1564770012,204.22
1564770022,204.16
1564770032,204.22
1564770042,204.2
1564770052,204.195
1564770062,204.16
1564770072,204.21
1564770082,204.21
1564770092,204.21
1564770102,204.16
1564770112,204.18
1564770122,204.21
1564770132,204.21
1564770142,204.14
1564770152,204.12
1564770162,204.18
1564770172,204.17
1564770182,204.1503
1564770192,204.19
1564770202,204.23
1564770212,204.32
1564770222,204.3646
1564770232,204.34
1564770242,204.33
1564770252,204.4
1564770262,204.44
1564770272,204.36
1564770282,204.34
1564770292,204.3431
1564770302,204.3
1564770312,204.26
1564770322,204.39
1564770332,204.4414
1564770342,204.36
1564770352,204.2399
1564770362,204.19
1564770372,204.22
1564770382,204.24
1564770392,204.23
1564770402,204.2
1564770412,204.1676
1564770422,204.1511
1564770432,204.2037
1564770442,204.18
1564770452,204.16
1564770462,204.18
1564770472,204.1404
1564770482,204.1032
1564770492,204
1564770502,204.1
1564770512,204.08
1564770522,204.1695
1564770532,204.0746
1564770542,204.09
1564770552,204.1
1564770562,204.06
1564770572,204.0262
1564770582,204.09
1564770592,204.04
1564770602,204.08
1564770612,203.98
1564770622,204.0058
1564770632,203.9633
1564770642,204.05
1564770652,204
1564770662,204.01
1564770672,203.98
1564770682,204.0499
1564770692,204.04
1564770702,204.01
1564770712,203.99
1564770722,204.03
1564770732,204.01
1564770742,204.0386
1564770752,204.03
1564770762,204.02
1564770772,204
1564770782,203.96
1564770792,203.88
1564770802,203.79
1564770812,203.71
1564770822,203.77
1564770832,203.7983
1564770842,203.84
1564770852,203.77
1564770862,203.76
1564770872,203.75
1564770882,203.7408
1564770892,203.76
1564770902,203.72
1564770912,203.6747
1564770922,203.71
1564770932,203.792
1564770942,203.77
1564770952,203.7665
1564770962,203.78
1564770972,203.69
1564770982,203.73
1564770992,203.7789
1564771002,203.81
1564771012,203.87
1564771022,203.92
1564771032,204.05
1564771042,204.1
1564771052,203.99
1564771062,203.9472
1564771072,203.9152
1564771082,203.84
1564771092,203.8179
